url,barkod,urun_adi,miktar,ambalaj,markalar,kategoriler,etiketler,mensei,uretim_yerleri,satildigi_ulkeler,icerik_metni,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,yag_seviyesi,doymus_yag_seviyesi,seker_seviyesi,tuz_seviyesi,enerji_kj,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,sodyum_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,nutriscore_puan,ns_negatif_puan,ns_pozitif_puan,ns_enerji_puan,ns_seker_puan,ns_doymus_yag_puan,ns_tuz_puan,ns_protein_puan,ns_lif_puan,ns_meyve_sebze_baklagil_puan
https://world.openfoodfacts.org/product/6111035502828/eau-mineral-naturelle-ain-atlas,6111035502828,Eau minéral naturelle – Ain atlas – 33cl,33cl,,Ain atlas,"Beverages and beverages preparations, ,, Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters, ,, Natural mineral waters",Green Dot,Morocco,,"France, ,, Morocco, ,, United States",French: 0800 94 Aïn Atlas EAU MINÉRALE NATURELLE 55 VOTRE CAFÉ POUR ACCOMPAGNER An Atlas ANNEMANG BLE,,,1,A,,,False,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/3329770077003/skyr-icelandic-recipe-natural-yoplait,3329770077003,SKYR Icelandic Recipe Natural – Yoplait – 850 g,850 g,,Yoplait,"Dairies, ,, Fermented foods, ,, Fermented milk products, ,, Cheeses, ,, Desserts, ,, Dairy desserts, ,, Fermented dairy desserts, ,, Fromages blancs - petit suisses and skyr, ,, Plain fermented dairy desserts, ,, Skyrs, ,, Plain skyrs","French milk, ,, Made in France, ,, Nutriscore, ,, Nutriscore Grade A, ,, Triman","Made in France. (""Fabriqué en France."") Made with French milk. (""Aved du lait 100% français."")","Boulogne-Billancourt, ,, France, ,, Le Mans","Belgium, ,, France, ,, Ireland, ,, United Kingdom",Fat free yogurt ( Milk ).,Milk,,1,A,3,A,True,True,no,low,low,low,low,238.0,57.0,0.105,0.065,3.6,0.0,0.0,9.5,0.1375,0.055,,,-2,1,3,0,1,0,0,3,0,0
https://world.openfoodfacts.org/product/3760049798609/pain-a-la-farine-de-seigle-graines-la-boulangere,3760049798609,Pain à la farine de seigle & graines – la Boulangère – 500 g,500 g,"Dry, ,, fr:Fermoir plastique, ,, fr:Sachet plastique",la Boulangère,"Plant-based foods and beverages, ,, Plant-based foods, ,, Cereals and potatoes, ,, Cereals and their products, ,, Breads, ,, Sliced breads","Fair trade, ,, Source of fibre, ,, High fibres, ,, Made in France, ,, No palm oil, ,, Nutriscore, ,, Nutriscore Grade A, ,, Agri-Éthique France, ,, fr:Blé français, ,, Triman",France,85140 Essarts en Bocage,France,"wheat flour* 41%, water, brown flax seeds 6,1%, yellow flax seeds 6,1%, hulled sunflower seeds 6%, rye flour 5,1%, wheat gluten, roasted malted barley flour, yeast, barley malt extract, salt, vinegar, natural flavouring (contains alcohol), preservative: calcium propionate, antioxidant: acerola extract, possible traces of eggs , milk , sesame seeds , soya and mustard , * ingredient from french fair trade",Gluten,"Eggs, Milk, Mustard, Sesame seeds, Soybeans",17,A,4,A,True,True,yes,moderate,low,low,moderate,1246.0,294.0,9.6,1.0,37.0,0.0,7.2,12.0,0.96,0.384,,0.48,0,8,8,3,1,0,4,4,4,0
https://world.openfoodfacts.org/product/06175700/tartines-craquantes-au-sarrasin-imp-ekibio,06175700,Tartines craquantes au sarrasin imp – Ekibio – 160 g,160 g,"Plastic, ,, Cardboard","Ekibio, ,, Le pain des Fleurs","Plant-based foods and beverages, ,, Plant-based foods, ,, Snacks, ,, Cereals and potatoes, ,, Cereals and their products, ,, Extruded crispbreads","Vegetarian, ,, Fair trade, ,, No gluten, ,, Organic, ,, Crossed Grain Trademark, ,, EU Organic, ,, Kosher, ,, Vegan, ,, Green Dot, ,, Nutriscore, ,, Nutriscore Grade A, ,, The Vegan Society, ,, AB Agriculture Biologique, ,, Afdiag",France,Peaugres 07340,"Belgium, ,, France, ,, Luxembourg, ,, Morocco, ,, Netherlands, ,, Senegal, ,, Switzerland","Farine de maïs* (70%), farine de riz*, sel marin. * K issus de l'agriculture biologique. • sans sucres ajoutés(¹) (contient des sucres naturellement présents.",,,3,A,3,A,True,True,yes,low,low,low,moderate,1631.0,388.0,2.8,0.6,75.0,2.6,4.4,13.4,0.68,0.272,,,0,7,7,4,0,0,3,5,2,0
https://world.openfoodfacts.org/product/6111035003035/oulmes-natural-carbonated-water-les-eaux-minerales-d-oulmes-s-a,6111035003035,Oulmes natural carbonated water – Les eaux minérales d'Oulmès S.A. – 1L,1L,,Les eaux minérales d'Oulmès S.A.,"Beverages and beverages preparations, ,, Beverages, ,, Carbonated drinks, ,, Waters, ,, Spring waters, ,, Mineral waters, ,, Carbonated waters, ,, Natural mineral waters, ,, Carbonated mineral waters","ISO 22000, ,, ISO 14001, ,, ISO 45001, ,, ISO 9001, ,, Natural co2","Morocco, ,, Maroc",,"France, ,, Morocco, ,, United States",Natural carbonated water 100%,,,1,A,,,False,True,yes,,,,low,,,,,,,,,0.078375,0.03135,,0.0,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/7311070032611/krisprolls-complets-sans-sucres-ajoutes,7311070032611,Krisprolls complets sans sucres ajoutés – 425 g,425 g,fr:1 Sachet en papier à recycler,Krisprolls,"Plant-based foods and beverages, ,, Plant-based foods, ,, Cereals and potatoes, ,, Cereals and their products, ,, Breads, ,, Rusks, ,, Toasts, ,, Toasted bread rolls, ,, fr:Petit pain grillé suédois sans sucre, ,, fr:Petit-pain-suedois-sans-sucre","Sustainable, ,, No preservatives, ,, Source of fibre, ,, Sustainable Palm Oil, ,, High fibres, ,, No added sugar, ,, No additives, ,, No palm oil, ,, Roundtable on Sustainable Palm Oil, ,, Triman",Sweden,Suède,"France, ,, Switzerland","French: Farine de blé complet* (62%), farine de blé* , huile de colza*, huile de colza totalement hydrogénée, malt d'orge , levure, sel.",Gluten,,7,A,4,A,True,True,yes,moderate,low,low,moderate,1687.0,400.0,6.6,0.9,68.0,1.1,8.3,13.0,1.1,0.44,,0.0,0,10,10,5,0,0,5,5,5,0
https://world.openfoodfacts.org/product/3168930163480/gazpacho-alvalle,3168930163480,Gazpacho – Alvalle – 1L,1L,"Composite material, ,, Elopak, ,, Pure-Pak, ,, Pure-Pak Classic, ,, fr:Conteneur",Alvalle,"Plant-based foods and beverages, ,, Plant-based foods, ,, Fruits and vegetables based foods, ,, Meals, ,, Soups, ,, Vegetable soups, ,, Cold soups, ,, Gazpacho","No gluten, ,, No preservatives, ,, FSC, ,, Green Dot, ,, No additives, ,, No colorings, ,, Nutriscore, ,, Nutriscore Grade A, ,, Triman, ,, fr:Emballage Carbon neutral, ,, fr:FSC-C081801",,Espagne,France,"tomato, pepper, cucumber, onion, extra virgin olive oil (2.6%), wine vinegar, salt, garlic, lemon juice",,Gluten,9,A,3,A,True,True,yes,low,low,low,moderate,168.0,40.0,2.2,0.4,3.5,3.3,1.2,0.9,0.62,0.248,,,-2,3,5,0,0,0,3,0,0,5
https://world.openfoodfacts.org/product/42104964/ciel-33cl,42104964,Ciel 33cl – 33cl,33cl,,Ciel,"Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters, ,, Table waters",,,,"Italy, ,, Morocco, ,, United States",Arabic: ماء مصفى (معالج ومنضح) وأملاح معدنية (ماغنسيوم),,Nuts,4,A,,,False,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13,0.052,,,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/7300400481595/authentique-wasa,7300400481595,AUTHENTIQUE – Wasa – 275 g,275 g,"Paper, ,, Envelope, ,, Package paper, ,, Paper recycling",Wasa,"Plant-based foods and beverages, ,, Plant-based foods, ,, Snacks, ,, Breakfasts, ,, Cereals and potatoes, ,, Cereals and their products, ,, Breads, ,, Rusks, ,, Crispbreads, ,, fr:Pain croquant","Vegetarian, ,, Green Dot, ,, Triman",,"Barilla Sverige AB, ,, 682 82, ,, Filipstad, ,, Zweden","France, ,, Italy, ,, Réunion, ,, Spain, ,, Switzerland","wholemeal rye flour (77 g*), rye flour (28 g*), yeast, salt, may contain traces of milk and sesame seeds , *in g per 100 g of product",Gluten,"Lupin, Milk, Mustard, Sesame seeds, Soybeans",4,A,3,A,True,True,yes,low,low,low,moderate,1415.0,336.0,1.5,0.4,62.0,0.0,19.0,9.0,1.0,0.4,0.0,0.0,0,8,8,4,0,0,4,3,5,0
https://world.openfoodfacts.org/product/6111035001659/ain-atlas-eau-minerale-naturelle-des-montagnes-d-atlas,6111035001659,Ain Atlas – Eau minérale naturelle des Montagnes d'Atlas – 5L,5L,Plastic,Eau minérale naturelle des Montagnes d'Atlas,"Beverages and beverages preparations, ,, Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters",,Morocco,Oulémas,"France, ,, Morocco","French: Composition Minérale en mg/L 
Résidu Sec à 110°C: 249 en mg/L 
- Sodium 48 
- Calcium 18 
- Magnésium 13 
- Potassium
- Bicarbonates 217 
- Chlorures 12 
- Sulfates 8 
- Nitrates 4",,,12,A,,,False,True,yes,,,,low,,,,,,,,,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/7300400481588/fibres-wasa,7300400481588,Fibres – Wasa – 230 g,230 g,"Paper, ,, Envelope",Wasa,"Plant-based foods and beverages, ,, Plant-based foods, ,, Snacks, ,, Cereals and potatoes, ,, Salty snacks, ,, Appetizers, ,, Cereals and their products, ,, Chips and fries, ,, Crisps, ,, Breads, ,, Extruded crispbreads, ,, Crispbreads, ,, Crispbreads (wholemeal), ,, Extruded and grilled crispbread","Vegetarian, ,, Source of fibre, ,, Green Dot, ,, High fibres, ,, Triman, ,, fr:Emballage-recyclable","Sweden, ,, Germany, ,, Belarus, ,, Estonia, ,, Latvia, ,, Poland, ,, fr:Seigle","Barilla Deutschland GmbH, ,, Wasastrasze 10, ,, 29229, ,, Celle, ,, Allemagne","Belgium, ,, France, ,, Guadeloupe, ,, Italy, ,, Monaco, ,, Réunion, ,, Spain, ,, Switzerland","whole rye flour (57 g), wheat bran (27 g), oatmeal (13 g), sesame seeds (7.9 g), wheat germ, salt.","Gluten, Sesame seeds","Lupin, Milk, Mustard, Soybeans",6,A,3,A,True,True,yes,moderate,low,low,moderate,1397.0,333.0,5.0,1.0,47.0,2.0,26.0,12.0,1.2,0.48,,0.0,0,9,9,4,0,0,5,4,5,0
https://world.openfoodfacts.org/product/3327272107969/peanut-100-menguy-s,3327272107969,Peanut 100% – menguy's – 454 g,454 g,Jar,menguy's,"Plant-based foods and beverages, ,, Plant-based foods, ,, Legumes and their products, ,, Spreads, ,, Nuts and their products, ,, Plant-based spreads, ,, Oilseed purees, ,, Legume butters, ,, Peanut butters","Made in France, ,, Nutriscore, ,, Nutriscore Grade A, ,, Triman",fr:Amérique,France,"France, ,, Réunion",French: Cacahuetes 100%,Peanuts,"Gluten, Nuts, Soybeans",1,A,1,D,True,True,yes,high,high,moderate,low,2529.0,610.0,48.0,5.8,13.0,6.2,7.0,28.0,0.05,0.02,,0.0,-8,3,11,,1,,0,7,4,0
https://world.openfoodfacts.org/product/6111128000460/ain-saiss,6111128000460,aïn Saiss – 5 L,5 L,,aïn Saiss,"Beverages and beverages preparations, ,, Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters, ,, Natural mineral waters",,,,"Morocco, ,, United States",French: eau,,,1,A,1,,True,True,yes,,,,low,,,,,,,,,0.002,0.0008,,,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/6111242100305/cremy-jaouda,6111242100305,Cremy – jaouda – 110g,110g,,jaouda,"Dairies, ,, Fermented foods, ,, Fermented milk products, ,, Desserts, ,, Dairy desserts, ,, Fermented dairy desserts, ,, Yogurts",,Morocco,,"France, ,, Morocco, ,, United States","fresh milk, sugar, skimmed milk powder, texturizer: starch, cream , flavouring, selected lactic ferments, 3% fat",Milk,,9,A,4,B,,,no,moderate,low,low,low,459.5,109.0,3.0,0.4,16.9,2.0,,3.6,0.0,0.0,,0.0,0,1,1,1,0,0,0,1,0,0
https://world.openfoodfacts.org/product/6111128000163/ain-saiss-33cl-danone,6111128000163,Ain Saiss 33cl – Danone – 0.33 L,0.33 L,Plastic,Danone,"Beverages and beverages preparations, ,, Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters",,,,"France, ,, Morocco, ,, Netherlands, ,, United States","calcium : 63,5
magnésium : 35,5
nitratex : 7
sodium 8
chlorures : 19,8
sulfate : 3,8
bicarbonate : 372
potassium : 1",,,8,A,,,False,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/6111128000088/ain-saiss-50cl-%D8%B9%D9%8A%D9%86-%D8%B3%D8%A7%D9%8A%D8%B3,6111128000088,ain saiss 50cl – عين سايس,,,عين سايس,"Beverages and beverages preparations, ,, Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters",Green Dot,,,"France, ,, Morocco, ,, United States",French: Eau.,,,1,A,1,,True,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/6111035001635/ain-atlas,6111035001635,Ain Atlas – 1.5 L,1.5 L,,Ain Atlas,"Beverages and beverages preparations, ,, Beverages, ,, Waters, ,, Spring waters, ,, Mineral waters",,,,"Morocco, ,, United States",Unknown language: Sodium 48 Calcium 18 Magnésium 13 Potassium 8 Bicarbonates 217 Chlorures 12 Sulfates Nitrates 4,,,1,A,,,False,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.12,0.048,,,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/3268840001008/cristaline,3268840001008,Cristaline – 500 ml,500 ml,"Plastic, ,, Bottle or vial, ,, PET 1 - Polyethylene terephthalate, ,, Bottle, ,, fr:Bouchon en plastique",Cristaline,"Beverages and beverages preparations, ,, Beverages, ,, Snacks, ,, Waters, ,, Spring waters","Triman, ,, fr:Sans Nitrates",France,"France, ,, Italie","Belgium, ,, Côte d'Ivoire, ,, France, ,, Germany, ,, Luxembourg, ,, Mali, ,, Martinique, ,, Morocco, ,, Russia, ,, Switzerland, ,, United Kingdom",Hhhhh,,,1,A,1,,True,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00476,0.001904,0.0,,0,0,0,0,0,0,0,0,0,0
https://world.openfoodfacts.org/product/3760091727732/beurre-bio-cacahuete-ethiquable,3760091727732,Beurre bio cacahuète – Ethiquable – 350 g,350 g,"fr:couvercle en métal, ,, fr:pot en verre",Ethiquable,"Plant-based foods and beverages, ,, Plant-based foods, ,, Legumes and their products, ,, Spreads, ,, Plant-based spreads, ,, Oilseed purees, ,, Legume butters, ,, Peanut butters","Fair trade, ,, Organic, ,, EU Organic, ,, Non-EU Agriculture, ,, Fair-Trade Organic, ,, FR-BIO-01, ,, Made in France, ,, AB Agriculture Biologique, ,, Triman","Fabriqué en France. Chine, Equateur",France,"France, ,, Réunion",French: Arachide* 100%,"Nuts, Peanuts",Nuts,1,A,1,B,True,True,yes,high,high,moderate,low,2575.0,622.0,50.0,6.8,13.0,5.8,8.3,26.0,0.03,0.012,,,-8,4,12,,1,,0,7,5,0
https://world.openfoodfacts.org/product/3229820019307/flocons-d-avoine-bjorg,3229820019307,Flocons d’Avoine – Bjorg – 500 g,500 g,"Hdpe-cap, ,, Paper-carton, ,, Pet-bottle",Bjorg,"Plant-based foods and beverages, ,, Plant-based foods, ,, Breakfasts, ,, Cereals and potatoes, ,, Cereals and their products, ,, Breakfast cereals, ,, Flakes, ,, Cereal flakes, ,, Rolled flakes, ,, Rolled oats","Organic, ,, Certified by Ecocert, ,, EU Organic, ,, Source of fibre, ,, Certified B Corporation, ,, DE-ÖKO-001, ,, EU Agriculture, ,, High fibres, ,, Made in Germany, ,, AB Agriculture Biologique, ,, Triman, ,, fr:Riche en magnésium",Fabriqué en Allemagne,Allemagne,"Belgium, ,, France, ,, Germany, ,, Morocco, ,, New Caledonia, ,, Réunion, ,, Spain, ,, Switzerland",French: Flocons d' avoine complète issue de l'agriculture biologique.,"Gluten, fr:avoine, fr:avoine","Milk, Nuts, Sesame seeds, Soybeans",1,A,1,A,True,True,yes,moderate,low,low,low,1524.0,362.0,7.1,1.3,58.0,0.0,11.0,11.0,0.02,0.008,,,-4,5,9,4,0,1,0,4,5,0
https://world.openfoodfacts.org/product/6111246721940/le-blanc-nature-900g-araai-le-berger,6111246721940,le blanc nature 900g araai – le berger – 900 g,900 g,,le berger,"Dairies, ,, Fermented foods, ,, Fermented milk products, ,, Cheeses, ,, Desserts, ,, Dairy desserts, ,, Fermented dairy desserts, ,, Fromages blancs - petit suisses and skyr, ,, fr:Fromages blancs",,Morocco,,"France, ,, Morocco","French: Lait de Vache pasteurisé, Crème fraiche pasteurisée ferments lactiques, Présure.",Milk,,3,A,3,B,False,True,no,high,low,low,low,991.6,234.0,23.5,0.0,4.9,0.0,0.0,4.9,0.0,0.0,0.0,,0,2,2,2,0,0,0,2,0,0
https://world.openfoodfacts.org/product/3229820129488/muesli-raisin-figue-abricot-bjorg,3229820129488,"Muesli Raisin, Figue, Abricot – Bjorg – 375 g",375 g,,Bjorg,"Plant-based foods and beverages, ,, Plant-based foods, ,, Breakfasts, ,, Cereals and potatoes, ,, Cereals and their products, ,, Breakfast cereals, ,, Cereals with fruits, ,, Mueslis, ,, Mueslis with fruits","Organic, ,, Certified by Ecocert, ,, EU Organic, ,, Non-EU Agriculture, ,, Source of fibre, ,, Certified B Corporation, ,, DE-ÖKO-001, ,, EU Agriculture, ,, EU/non-EU Agriculture, ,, FR-BIO-01, ,, GB-ORG-05, ,, High fibres, ,, No added sugar, ,, Planet-Score, ,, AB Agriculture Biologique, ,, fr:Céréales complètes, ,, fr:Planet Score A",fabriqué en Allemagne,Allemagne,"Belgium, ,, Côte d'Ivoire, ,, France, ,, French Polynesia, ,, Guadeloupe, ,, Italy, ,, Martinique, ,, Morocco, ,, New Caledonia, ,, Réunion, ,, Spain, ,, Switzerland","French: Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 Peut contenir des traces de lait , de fruits à coque , de graines de sésame et de soja . *Ingrédients biologiques.",Gluten,"Milk, Nuts, Sesame seeds, Soybeans",20,A,3,A,True,True,yes,moderate,low,high,low,1485.0,352.0,5.8,0.9,59.0,14.0,10.0,11.0,0.03,0.012,,,-2,7,9,4,3,0,0,4,5,0
